# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	5.061061709525424687e-04
17	5.061061709525424687e-04
18	5.061061709525424687e-04
19	5.061061709525424687e-04
20	5.061061709525424687e-04
21	5.061061709525424687e-04
22	5.061061709525424687e-04
23	5.061061709525424687e-04
24	5.061061709525424687e-04
25	5.061061709525424687e-04
26	5.061061709525424687e-04
27	5.061061709525424687e-04
28	5.061061709525424687e-04
29	5.061061709525424687e-04
30	5.061061709525424687e-04
31	5.061061709525424687e-04
32	5.061061709525424687e-04
33	5.061061709525424687e-04
34	5.061061709525424687e-04
35	5.061061709525424687e-04
36	5.061061709525424687e-04
37	5.061061709525424687e-04
38	5.061061709525424687e-04
39	5.061061709525424687e-04
40	5.061061709525424687e-04
41	5.061061709525424687e-04
42	5.061061709525424687e-04
43	5.061061709525424687e-04
44	5.061061709525424687e-04
45	5.061061709525424687e-04
46	5.061061709525424687e-04
47	1.012212341905084937e-03
48	1.012212341905084937e-03
49	1.012212341905084937e-03
50	1.012212341905084937e-03
51	1.012212341905084937e-03
52	1.012212341905084937e-03
53	1.012212341905084937e-03
54	1.518318512857627298e-03
55	2.125645918000678217e-02
56	2.024424683810169615e-02
57	2.378699003476949375e-02
58	4.504344921477627245e-02
59	2.834194557334237738e-02
60	2.378699003476949375e-02
61	1.366486661571864568e-02
62	5.111672326620678719e-01
63	2.581141471857966233e-02
64	3.346374002338210474e+00
65	3.745185665048814116e-02
66	4.477015188246189936e+00
67	3.162151356111484901e+00
68	3.694575047953559815e-02
69	5.617778497573221175e-02
70	3.136137498924524536e+01
71	6.021904275078826174e+01
72	1.373622758582295411e+01
73	3.745185665048814116e-02
74	1.923203449619661359e-02
75	3.643964430858305514e-02
76	1.331059229605186522e-01
77	3.542743196667796912e-02
78	1.741005228076746014e-01
79	2.479920237667457977e-02
80	1.568929129952881599e-02
81	1.710638857819593295e-01
82	1.568929129952881599e-02
83	1.268302064407071272e+00
84	2.986026408620000294e-02
85	1.265265427381356139e-02
86	2.226867152191186819e-02
87	1.113433576095593375e-01
88	1.027395527033661132e-01
89	2.125645918000678217e-02
90	2.424248558862678316e-01
91	7.540981947192881840e-02
92	2.459675990829356118e-01
93	2.884805174429491692e-02
94	2.581141471857966233e-02
95	0.000000000000000000e+00
96	0.000000000000000000e+00
97	0.000000000000000000e+00
98	0.000000000000000000e+00
99	0.000000000000000000e+00
100	0.000000000000000000e+00
101	0.000000000000000000e+00
102	0.000000000000000000e+00
103	0.000000000000000000e+00
104	0.000000000000000000e+00
105	0.000000000000000000e+00
106	0.000000000000000000e+00
107	0.000000000000000000e+00
108	0.000000000000000000e+00
109	0.000000000000000000e+00
110	0.000000000000000000e+00
111	0.000000000000000000e+00
112	0.000000000000000000e+00
113	0.000000000000000000e+00
114	0.000000000000000000e+00
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	0.000000000000000000e+00
